Query,Time,Value,Unit
"name=""joe biden"" AND channel=""MSNBC""",2010-09-19,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-20,33.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-21,923.555,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-22,546.4629999999999,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-23,18.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-24,36.027,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-26,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-27,1144.127,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-28,1837.6850000000002,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-29,81.048,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-09-30,15,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-01,9,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-03,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-04,51.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-05,18.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-06,87.048,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-07,18.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-08,60.03,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-11,54.042,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-12,147.102,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-15,57.027,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-16,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-17,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-18,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-19,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-20,60.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-21,45.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-22,24.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-27,18.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-28,15.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-29,21.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-30,9,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-10-31,24.003999999999998,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-01,48.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-02,33.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-03,15.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-04,18,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-05,18.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-06,9,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-08,18,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-09,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-11,33.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-12,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-13,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-17,9.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-18,39.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-19,1366.053,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-20,39.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-21,36.027,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-22,24.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-23,33.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-24,15.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-11-25,27.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-06,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-07,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-08,18.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-09,93.054,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-10,75.06,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-12,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-13,27.024,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-15,32.386,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-16,763.568,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-17,511.36099999999993,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-18,27.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-19,1113.83,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-20,2074.5350000000003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-21,48.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-22,1109.755,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-23,48.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-24,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-26,15.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-27,21.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-28,63.048,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-29,330.261,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-30,24.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2010-12-31,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-02,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-03,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-06,24.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-07,15.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-10,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-11,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-13,32.981,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-14,48.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-15,27.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-16,24.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-17,39.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-18,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-19,30.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-20,24.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-21,22.833,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-22,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-24,150.063,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-25,2812.545,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-26,3402.124,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-27,1002.677,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-28,129.09,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-01-30,30.021,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-01,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-02,33.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-04,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-05,27.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-07,30.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-08,33.024,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-09,24.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-10,18.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-11,204.159,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-12,21.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-14,24.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-15,15.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-16,33.021,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-17,18.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-18,12.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-23,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-02-28,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-02,12.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-03,33.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-04,15.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-09,12.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-14,42.036,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-15,42.027,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-16,12.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-17,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-18,24.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-21,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-22,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-23,36.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-24,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-28,15.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-30,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-03-31,51.027,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-01,15.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-04,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-05,26.545,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-08,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-13,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-14,148.946,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-15,15.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-18,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-19,15.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-21,36.018,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-22,12.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-23,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-25,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-26,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-04-30,21,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-04,153.111,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-05,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-06,615.439,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-07,12,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-08,9,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-09,12.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-10,78.045,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-11,108.066,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-12,30.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-13,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-23,23.413,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-24,6,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-25,15,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-26,21.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-27,29.451999999999998,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-28,15.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-29,27.024,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-30,54.048,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-05-31,12.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-01,9.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-06,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-09,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-10,12,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-13,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-14,18,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-15,63.027,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-16,9.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-18,72.051,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-21,12.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-22,9.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-23,63.045,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-24,45.03,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-25,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-26,60.048,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-27,36.03,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-28,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-06-30,15.009,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-01,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-05,45.03,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-06,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-07,33.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-08,18.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-12,33.015,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-14,9.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-22,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-23,18.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-26,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-27,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-29,12.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-07-31,12.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-01,201.13800000000003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-02,198.132,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-03,51.033,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-04,9.006,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-10,6.003,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-16,24.012,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-17,81.05199999999999,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-19,3,seconds
"name=""joe biden"" AND channel=""MSNBC""",2011-08-24,33.015,seconds
