Query,Time,Value,Unit
"name=""joe biden"" AND channel=""FOX""",2010-03-06,27.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-07,294.26399999999995,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-08,93.069,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-09,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-10,128.34,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-11,81.054,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-12,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-13,18,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-14,30.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-15,21.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-16,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-17,720.639,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-18,849.7440000000001,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-20,42.021,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-21,477.471,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-22,622.995,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-23,552.3789999999999,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-24,90.045,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-25,73.835,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-26,42.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-27,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-03-31,36.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-01,82.943,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-02,32.453,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-03,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-04,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-06,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-07,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-08,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-09,30.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-10,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-13,36.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-14,39.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-15,45.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-16,20.98,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-17,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-18,15.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-19,147.075,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-20,63.036,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-21,12.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-22,101.45,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-23,292.654,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-24,60.021,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-25,363.288,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-26,5.969,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-27,24.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-28,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-04-29,66.048,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-01,27.018,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-02,33.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-05,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-06,9.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-07,9.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-10,60.039,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-11,156.105,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-12,60.027,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-13,28.247,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-14,24.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-15,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-16,24.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-05-17,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-11,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-12,18.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-13,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-16,15.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-17,408.34799999999996,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-18,132.09300000000002,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-19,105.063,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-20,48.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-22,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-23,12.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-25,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-26,51.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-27,99.048,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-28,60.039,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-29,75.039,seconds
"name=""joe biden"" AND channel=""FOX""",2010-06-30,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-01,42.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-03,30.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-04,72.027,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-05,87.721,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-06,45.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-07,28.41,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-08,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-10,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-12,33.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-13,20.878,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-14,63.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-15,129.084,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-17,195.10799999999998,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-18,174.099,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-19,260.24199999999996,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-20,78.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-21,840.164,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-22,89.059,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-23,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-24,56.035,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-26,51.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-27,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-28,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-29,42.027,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-30,69.039,seconds
"name=""joe biden"" AND channel=""FOX""",2010-07-31,69.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-01,63.036,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-02,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-04,12.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-06,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-07,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-09,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-10,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-11,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-12,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-13,12.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-14,9.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-15,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-16,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-17,15.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-18,63.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-19,24.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-20,72.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-21,15,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-23,404.8770000000001,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-24,245.334,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-25,352.828,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-26,156.19400000000002,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-27,203.82500000000005,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-28,148.964,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-29,51.027,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-30,48.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-08-31,54.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-01,72.063,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-02,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-03,24.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-04,42.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-05,21.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-06,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-08,18.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-09,190.14000000000001,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-10,13.043,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-13,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-14,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-15,51.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-16,144.099,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-17,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-18,65.846,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-19,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-20,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-21,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-22,14.071,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-23,51.036,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-24,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-25,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-26,33.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-27,9,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-28,57.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-29,42.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-09-30,9,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-01,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-02,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-03,15.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-04,18.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-05,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-06,102.054,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-07,36.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-08,27.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-09,18.012,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-10,15.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-11,9.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-12,48.027,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-13,9,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-14,12,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-15,27.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-16,48.569,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-17,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-18,6.837,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-19,12.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-20,24.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-22,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-23,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-25,54.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-26,9,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-27,45.024,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-28,20.207,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-29,12,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-30,21.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-10-31,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-01,72.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-02,15,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-09,9.072,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-11,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-12,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-13,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-15,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-18,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-19,203.33599999999998,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-20,111.675,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-23,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-24,53.347,seconds
"name=""joe biden"" AND channel=""FOX""",2010-11-25,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-04,21.009,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-05,54.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-08,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-09,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-12,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-13,3,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-14,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-16,24.003,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-17,773.119,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-18,278.47900000000004,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-19,192.12900000000002,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-20,216.10199999999998,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-21,60.033,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-22,1162.8700000000001,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-23,129.09,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-24,45.03,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-25,45.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-26,54.015,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-27,54.021,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-28,19.07,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-29,6,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-30,105.961,seconds
"name=""joe biden"" AND channel=""FOX""",2010-12-31,81.036,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-01,21.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-02,93.042,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-03,45.018,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-04,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-10,24.018,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-11,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-12,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-13,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-14,78.039,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-15,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-16,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-18,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-21,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-22,93.051,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-23,87.045,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-24,138.06900000000002,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-25,2529.119,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-26,6068.283,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-27,369.231,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-28,141.088,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-29,69.03,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-30,147.084,seconds
"name=""joe biden"" AND channel=""FOX""",2011-01-31,30.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-01,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-02,27.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-03,30.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-04,27.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-05,6,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-08,12.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-09,105.072,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-10,96.072,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-11,24.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-12,27.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-13,12.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-14,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-16,12.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-17,24.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-18,15.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-19,12.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-20,42.018,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-21,18.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-22,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-23,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-26,21.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-27,51.024,seconds
"name=""joe biden"" AND channel=""FOX""",2011-02-28,12.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-01,18.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-02,30.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-03,27.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-04,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-06,24.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-07,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-08,48.033,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-09,27.018,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-10,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-12,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-16,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-17,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-18,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-19,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-20,33.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-23,9.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-24,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-26,9.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-27,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-28,33.012,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-29,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-30,18.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-03-31,12.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-01,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-03,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-04,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-05,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-07,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-09,6,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-10,9,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-11,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-12,45.036,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-13,39.021,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-14,198.132,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-15,18.705,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-16,42.024,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-17,69.057,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-18,24.021,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-19,24.018,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-20,60.039,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-21,9.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-22,15.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-23,15.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-29,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-04-30,15,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-04,69.051,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-05,45.027,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-06,1140.9009999999998,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-07,96.048,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-08,75.048,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-09,24.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-10,24.006,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-11,6.003,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-12,486.378,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-13,111.09,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-14,18.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-15,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-16,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-17,3,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-23,18.015,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-24,84.048,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-25,24.018,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-26,15.009,seconds
"name=""joe biden"" AND channel=""FOX""",2011-05-27,54.033,seconds
